FishID,RelDate,Location,Vessel,NetSet,MeshSize,FL,TL,TagNum,TagVal,RelCond,StuType,PitNum,LenCat,ageing_ID
24138,10/13/2014,SsnB,NewAl,2,8,160,178,ST13273,20,good,Tag,NA,ovr,
24139,10/13/2014,SsnB,NewAl,3,6,72,81,,0,NA,NoTag,0,sub,24B
24140,10/13/2014,SsnB,NewAl,4,7,82,92,,0,NA,NoTag,0,sub,
24142,10/13/2014,SsnB,StrII,5,7,80,90,,0,NA,NoTag,0,sub,
24143,10/13/2014,SsnB,StrII,5,7,88,99,,0,NA,NoTag,0,sub,108
24144,10/13/2014,SsnB,StrII,5,8,130,145,HH2272,100,good,Tag,NA,leg,
24145,10/14/2014,SsnB,NewAl,1,6,80,90,,0,NA,NoTag,0,sub,
24146,10/14/2014,SsnB,NewAl,4,7,93,104,FF2274,50,good,Tag,NA,sub,
24147,10/14/2014,SsnB,NewAl,4,7,114,128,HH2274,100,good,Tag,NA,leg,
24148,10/14/2014,SsnB,NewAl,5,6,89,100,,0,NA,NoTag,0,sub,
24149,10/14/2014,SsnB,StrII,2,7,85,95,,0,NA,NoTag,0,sub,
24150,10/14/2014,SsnB,StrII,3,6,70,79,,0,NA,NoTag,0,sub,109
24151,10/14/2014,SsnB,StrII,3,8,145,162,ST13280,20,good,Tag,NA,leg,
24152,10/14/2014,SsnB,StrII,4,6,70,79,,0,NA,NoTag,0,sub,110
24154,10/15/2014,SsnB,NewAl,2,6,75,84,,0,NA,NoTag,0,sub,
24155,10/15/2014,SsnB,NewAl,2,7,75,84,,0,NA,NoTag,0,sub,
24156,10/15/2014,SsnB,NewAl,3,6,75,84,,0,NA,NoTag,0,sub,
24157,10/15/2014,SsnB,NewAl,3,6,80,90,,0,NA,NoTag,0,sub,
24158,10/15/2014,SsnB,NewAl,3,6,87,98,ST13275,20,good,Tag,NA,sub,
24159,10/15/2014,SsnB,NewAl,3,7,101,113,FF2275,50,good,Tag,NA,sub,
24160,10/15/2014,SsnB,NewAl,4,6,62,70,,0,NA,NoTag,0,sub,25B
24161,10/15/2014,SsnB,NewAl,5,6,86,97,HH2275,100,good,Tag,NA,sub,
24162,10/15/2014,SsnB,NewAl,6,6,82,92,,0,NA,NoTag,0,sub,
24163,10/15/2014,SsnB,StrII,3,6,84,94,,0,NA,NoTag,0,sub,
24164,10/15/2014,SsnB,StrII,3,7,84,94,,0,NA,NoTag,0,sub,
24165,10/16/2014,SsnB,NewAl,2,6,58,66,,0,NA,NoTag,0,sub,26B
24166,10/16/2014,SsnB,NewAl,2,6,76,85,,0,NA,NoTag,0,sub,
24167,10/16/2014,SsnB,NewAl,2,6,82,92,,0,NA,NoTag,0,sub,
24168,10/16/2014,SsnB,NewAl,2,6,83,93,,0,NA,NoTag,0,sub,
24169,10/16/2014,SsnB,NewAl,2,6,93,104,ST13276,20,fair,Tag,NA,sub,
24170,10/16/2014,SsnB,StrII,1,6,104,116,HH2280,100,good,Tag,NA,leg,
24171,10/16/2014,SsnB,StrII,1,7,73,82,,0,NA,NoTag,0,sub,
24172,10/16/2014,SsnB,StrII,1,8,98,110,FF2280,50,good,Tag,NA,sub,
24173,10/20/2014,SsnB,StrII,2,7,62,70,,0,NA,NoTag,0,sub,111
24174,10/21/2014,SsnB,StrII,1,7,107,120,,0,fair,Recap,NA,leg,
24175,10/21/2014,SsnB,StrII,1,7,91,102,FF2281,50,good,Tag,NA,sub,
24176,10/21/2014,SsnB,StrII,1,7,114,128,ST13281,20,good,Tag,NA,leg,
24177,10/21/2014,SsnB,StrII,2,8,157,175,HH2281,100,good,Tag,NA,ovr,
24178,10/21/2014,SsnB,StrII,3,7,89,100,ST13282,20,good,Tag,NA,sub,
24179,10/21/2014,SsnB,StrII,5,7,82,92,,0,NA,NoTag,0,sub,
24180,10/21/2014,SsnB,StrII,5,7,129,144,FF2282,50,good,Tag,NA,leg,
24181,10/22/2014,SsnB,StrII,3,7,80,90,,0,NA,NoTag,0,sub,
24182,10/22/2014,SsnB,StrII,4,8,76,85,,0,NA,NoTag,0,sub,
24183,10/22/2014,SsnB,StrII,5,7,72,81,,0,NA,NoTag,0,sub,112
24184,10/22/2014,SsnB,StrII,5,8,98,110,FF2276,50,good,Tag,NA,sub,
24185,8/17/2015,SsnB,StrII,2,8,92,103,,0,NA,NoTag,0,sub,3102
24186,8/17/2015,SsnB,StrII,4,7,134,150,FF2134,50,good,Tag,NA,leg,3103
24187,8/17/2015,SsnB,StrII,4,7,65,73,,0,NA,NoTag,0,sub,3104
24188,8/17/2015,SsnB,StrII,4,7,88,99,,0,NA,NoTag,0,sub,3105
24189,8/17/2015,SsnB,StrII,4,8,116,130,HH2134,100,good,Tag,NA,leg,3106
24190,8/17/2015,SsnB,StrII,4,7,100,112,HF2134,150,good,Tag,NA,sub,3107
24191,8/17/2015,SsnB,StrII,4,7,117,131,HH2135,100,good,Tag,NA,leg,3108
24192,8/17/2015,SsnB,StrII,5,7,113,126,HF2135,150,good,Tag,NA,leg,3109
24193,8/17/2015,SsnB,StrII,5,8,171,191,,0,NA,NoTag,0,ovr,3110
24194,8/19/2015,SsnB,StrII,2,8,98,110,,0,NA,NoTag,0,sub,3111
24195,8/19/2015,SsnB,StrII,4,8,67,75,,0,NA,NoTag,0,sub,3113
24196,8/19/2015,SsnB,StrII,5,7,100,112,HH2136,100,fair,Tag,NA,sub,3114
24197,8/20/2015,SsnB,StrII,1,7,153,171,HF2136,150,good,Tag,NA,ovr,3117
24199,8/20/2015,SsnB,StrII,1,6,119,133,FF2137,50,good,Tag,NA,leg,3118
24200,8/20/2015,SsnB,StrII,1,8,154,172,HH2137,100,good,Tag,NA,ovr,3119
24201,8/20/2015,SsnB,StrII,2,7,156,174,HF2137,150,fair,Tag,NA,ovr,3121
24202,8/20/2015,SsnB,StrII,2,6,92,103,,0,NA,NoTag,0,sub,3122
24203,8/24/2015,SsnB,StrII,1,7,103,115,FF2138,50,good,Tag,NA,leg,3123
24204,8/24/2015,SsnB,StrII,4,6,88,99,,0,NA,NoTag,0,sub,3124
24205,8/24/2015,SsnB,StrII,4,7,101,113,HH2138,100,fair,Tag,NA,sub,3125
24210,8/25/2015,SsnB,StrII,1,7,101,113,HF2138,150,fair,Tag,NA,sub,3126
24211,8/25/2015,SsnB,StrII,3,7,100,112,FF2139,50,good,Tag,NA,sub,3127
24212,8/25/2015,SsnB,StrII,3,6,139,155,HH2139,100,good,Tag,NA,leg,3128
24213,8/26/2015,SsnB,StrII,1,6,90,101,,0,NA,NoTag,0,sub,3129
24214,8/26/2015,SsnB,StrII,1,8,166,185,FF2140,50,good,Tag,NA,ovr,3130
24215,8/26/2015,SsnB,StrII,1,8,116,130,HH2140,100,good,Tag,NA,leg,3131
24216,8/26/2015,SsnB,StrII,2,8,95,106,,0,NA,NoTag,0,sub,3132
24217,8/26/2015,SsnB,StrII,4,7,143,160,HF2140,150,good,Tag,NA,leg,3133
24218,8/27/2015,SsnB,StrII,1,7,94,105,,0,NA,NoTag,0,sub,3134
24219,8/27/2015,SsnB,StrII,2,8,125,140,FF2141,50,good,Tag,NA,leg,3135
24220,8/27/2015,SsnB,StrII,2,7,118,132,HH2141,100,good,Tag,NA,leg,3136
24221,8/27/2015,SsnB,StrII,2,6,108,121,HF2141,150,good,Tag,NA,leg,3137
24222,8/27/2015,SsnB,StrII,3,8,121,135,FF2142,50,good,Tag,NA,leg,3138
24223,8/27/2015,SsnB,StrII,4,8,98,110,,0,NA,NoTag,0,sub,3139
24224,8/27/2015,SsnB,StrII,5,7,92,103,,0,NA,NoTag,0,sub,3140
24225,8/31/2015,SsnB,StrII,2,8,93,104,,0,NA,NoTag,0,sub,3141
24226,8/31/2015,SsnB,StrII,3,7,90,101,,0,NA,NoTag,0,sub,3142
24227,8/31/2015,SsnB,StrII,5,8,103,115,FF2143,50,good,Tag,NA,leg,3143
24228,8/31/2015,SsnB,StrII,5,8,118,132,HH2143,100,good,Tag,NA,leg,3144
24229,9/1/2015,SsnB,StrII,1,6,173,193,FF2144,50,good,Tag,NA,ovr,3145
24230,9/1/2015,SsnB,StrII,3,8,117,131,HH2144,100,good,Tag,NA,leg,3146
24231,9/1/2015,SsnB,StrII,3,7,95,106,HF2144,150,good,Tag,NA,sub,3147
24232,9/1/2015,SsnB,StrII,3,8,61,69,,0,NA,NoTag,0,sub,3148
24233,9/1/2015,SsnB,StrII,4,8,127,142,FF2145,50,good,Tag,NA,leg,3149
24234,9/1/2015,SsnB,StrII,4,7,90,101,HH2145,100,good,Tag,NA,sub,3150
24237,9/1/2015,SsnB,StrII,4,8,109,122,HF2145,150,fair,Tag,NA,leg,3151
24239,9/1/2015,SsnB,StrII,5,8,120,134,FF2146,50,good,Tag,NA,leg,3152
24240,9/1/2015,SsnB,StrII,5,7,98,110,HH2146,100,good,Tag,NA,sub,3153
24241,9/3/2015,SsnB,StrII,1,8,100,112,HF2146,150,good,Tag,NA,sub,3154
24243,9/8/2015,SsnB,StrII,3,6,61,69,,0,NA,NoTag,0,sub,3155
24244,9/9/2015,SsnB,StrII,3,8,120,134,HH2147,100,fair,Tag,NA,leg,3156
24245,9/9/2015,SsnB,StrII,5,8,183,204,,0,NA,NoTag,0,ovr,3157
24248,9/10/2015,SsnB,StrII,1,8,96,108,HF2147,150,fair,Tag,NA,sub,3158
24249,9/10/2015,SsnB,StrII,3,6,140,156,FF2148,50,fair,Tag,NA,leg,3159
24250,9/15/2015,SsnB,StrII,1,6,95,106,HF2148,150,good,Tag,NA,sub,3160
24251,9/15/2015,SsnB,StrII,2,8,115,129,FF2149,50,good,Tag,NA,leg,3161
24252,9/15/2015,SsnB,StrII,3,8,102,114,HF2149,150,good,Tag,NA,leg,3163
24254,9/15/2015,SsnB,StrII,3,6,118,132,FF2150,50,good,Tag,NA,leg,3164
24255,9/15/2015,SsnB,StrII,4,8,128,143,HH2150,100,good,Tag,NA,leg,3165
24256,9/16/2015,SsnB,StrII,5,6,124,139,HF2151,150,good,Tag,NA,leg,3166
24257,9/16/2015,SsnB,StrII,5,7,169,188,FF2152,50,good,Tag,NA,ovr,3167
24258,9/17/2015,SsnB,StrII,2,8,162,181,HH2152,100,good,Tag,NA,ovr,3168
24259,9/17/2015,SsnB,StrII,2,6,107,120,HF2152,150,good,Tag,NA,leg,3169
24260,9/17/2015,SsnB,StrII,2,8,122,136,FF2153,50,fair,Tag,NA,leg,3170
24261,9/17/2015,SsnB,StrII,3,8,105,118,HH2153,100,good,Tag,NA,leg,3171
24262,9/17/2015,SsnB,StrII,3,6,149,166,HF2153,150,good,Tag,NA,leg,3172
24263,9/17/2015,SsnB,StrII,3,7,92,103,FF2154,50,good,Tag,NA,sub,3174
24264,9/17/2015,SsnB,StrII,4,7,120,134,HF2154,150,fair,Tag,NA,leg,3175
24265,9/17/2015,SsnB,StrII,5,6,101,113,FF2155,50,good,Tag,NA,sub,3176
24266,9/21/2015,SsnB,StrII,5,8,94,105,FF2156,50,good,Tag,NA,sub,3177
24267,9/22/2015,SsnB,NewAl,5,7,121,135,HH2169,100,good,Tag,NA,leg,3225
24268,9/22/2015,SsnB,StrII,1,6,125,140,HH2156,100,good,Tag,NA,leg,3178
24269,9/23/2015,SsnB,StrII,4,7,62,70,,0,NA,NoTag,0,sub,3179
24270,9/24/2015,SsnB,StrII,1,6,101,113,FF2157,50,good,Tag,NA,sub,3180
24271,9/28/2015,SsnB,StrII,1,8,102,114,HH2157,100,good,Tag,NA,leg,3181
24272,9/29/2015,SsnB,StrII,5,6,105,118,HF2180,150,good,Tag,NA,leg,3184
24273,9/29/2015,SsnB,StrII,5,8,177,197,HH2180,100,good,Tag,NA,ovr,3183
24274,10/1/2015,SsnB,StrII,1,8,107,120,HH2182,100,good,Tag,NA,leg,3185
24275,10/1/2015,SsnB,StrII,1,8,115,129,FF2182,50,good,Tag,NA,leg,3186
24276,10/1/2015,SsnB,StrII,1,6,91,102,HH2181,100,good,Tag,NA,sub,3187
24277,10/1/2015,SsnB,StrII,1,6,111,124,HF2181,150,good,Tag,NA,leg,3189
24278,10/1/2015,SsnB,StrII,3,6,106,119,HF2182,150,good,Tag,NA,leg,3190
24279,10/1/2015,SsnB,StrII,3,8,135,151,FF2183,50,good,Tag,NA,leg,3191
24280,10/1/2015,SsnB,NewAl,2,6,111,124,FF2170,50,good,Tag,NA,leg,3192
24281,10/5/2015,SsnB,StrII,2,7,63,71,,0,NA,NoTag,0,sub,3193
24282,10/5/2015,SsnB,StrII,2,7,64,72,,0,NA,NoTag,0,sub,3194
24283,10/5/2015,SsnB,StrII,4,8,100,112,HH2184,100,good,Tag,NA,sub,3196
24284,10/7/2015,SsnB,StrII,1,6,166,185,HF2184,150,good,Tag,NA,ovr,3197
24285,10/7/2015,SsnB,StrII,2,7,53,60,,0,NA,NoTag,0,sub,3199
24286,8/18/2015,SnPB,NewAl,2,8,124,139,HF2158,150,good,Tag,NA,leg,3202
24287,9/8/2015,SsnB,NewAl,4,8,94,105,HH2162,100,good,Tag,NA,sub,3204
24288,9/8/2015,SsnB,NewAl,4,8,117,131,HF2162,150,good,Tag,NA,leg,3205
24289,9/8/2015,SsnB,NewAl,4,8,105,118,FF2163,50,fair,Tag,NA,leg,3206
24290,9/9/2015,SsnB,NewAl,1,8,108,121,HH2163,100,fair,Tag,NA,leg,3207
24291,9/9/2015,SsnB,NewAl,5,8,93,104,FF2164,50,good,Tag,NA,sub,3208
24292,9/10/2015,SsnB,NewAl,1,8,109,122,HH2164,100,good,Tag,NA,leg,3209
24293,9/10/2015,SsnB,NewAl,2,8,123,137,HF2164,150,good,Tag,NA,leg,3210
24294,9/10/2015,SsnB,NewAl,3,8,113,126,FF2165,50,good,Tag,NA,leg,3211
24295,9/10/2015,SsnB,NewAl,3,6,150,167,HH2165,100,good,Tag,NA,leg,3212
24296,9/10/2015,SsnB,NewAl,4,8,99,111,HF2165,150,good,Tag,NA,sub,3213
24297,9/14/2015,SsnB,NewAl,1,8,123,137,FF2166,50,good,Tag,NA,leg,3214
24298,9/14/2015,SsnB,NewAl,2,8,111,124,HH2166,100,good,Tag,NA,leg,3215
24299,9/14/2015,SsnB,NewAl,4,8,110,123,HF2166,150,poor,Tag,NA,leg,3216
24300,9/16/2015,SsnB,NewAl,2,6,200,223,HH2167,100,good,Tag,NA,ovr,3217
24301,9/16/2015,SsnB,NewAl,3,7,90,101,FF2168,50,good,Tag,NA,sub,3218
24302,9/16/2015,SsnB,NewAl,3,7,68,77,,0,NA,NoTag,0,sub,3219
24303,9/16/2015,SsnB,NewAl,3,7,71,80,,0,NA,NoTag,0,sub,3220
24304,9/16/2015,SsnB,NewAl,3,8,71,80,,0,NA,NoTag,0,sub,3221
24305,9/16/2015,SsnB,NewAl,3,6,101,113,HH2168,100,good,Tag,NA,sub,3222
24306,9/16/2015,SsnB,NewAl,3,8,99,111,HF2168,150,good,Tag,NA,sub,3223
24307,9/21/2015,SsnB,NewAl,2,8,102,114,FF2169,50,good,Tag,NA,leg,3224
24308,9/28/2015,SsnB,NewAl,3,6,106,119,HF2169,150,good,Tag,NA,leg,3226
24309,10/5/2015,SsnB,NewAl,1,8,113,126,FF2171,50,good,Tag,NA,leg,3228
24310,10/5/2015,SsnB,NewAl,1,8,103,115,HH2171,100,good,Tag,NA,leg,3229
24311,10/6/2015,SsnB,NewAl,1,8,172,192,HF2171,150,good,Tag,NA,ovr,3230
24312,10/7/2015,SsnB,NewAl,2,7,68,77,,0,NA,NoTag,0,sub,3231
24313,10/8/2015,SsnB,NewAl,1,8,176,196,FF2172,50,good,Tag,NA,ovr,3232
24314,10/8/2015,SsnB,NewAl,2,7,129,144,HH2172,100,good,Tag,NA,leg,3233
24315,10/8/2015,SsnB,NewAl,2,8,107,120,HF2172,150,good,Tag,NA,leg,3234
24316,10/8/2015,SsnB,NewAl,2,7,105,118,FF2173,50,good,Tag,NA,leg,3235
24317,10/8/2015,SsnB,NewAl,2,7,109,122,FF2174,50,good,Tag,NA,leg,3236
24318,10/8/2015,SsnB,NewAl,4,7,65,73,,0,NA,NoTag,0,sub,3237
24319,10/15/2015,SsnB,NewAl,2,7,66,74,,0,NA,NoTag,0,sub,3239
24320,10/15/2015,SsnB,NewAl,4,7,68,77,,0,NA,NoTag,0,sub,3240
24321,10/15/2015,SsnB,NewAl,5,7,120,134,HF2177,150,good,Tag,NA,leg,3241
24322,10/15/2015,SsnB,NewAl,5,7,72,81,,0,NA,NoTag,0,sub,3242
24323,10/7/2015,SsnB,StrII,4,6,130,145,,0,good,Recap,NA,leg,3300
24324,10/8/2015,SsnB,StrII,1,8,142,158,HF2185,150,good,Tag,NA,leg,3301
24325,10/8/2015,SsnB,StrII,5,8,106,119,FF2187,50,good,Tag,NA,leg,3302
24326,10/12/2015,SsnB,StrII,2,7,93,104,HH2187,100,fair,Tag,NA,sub,3303
24327,10/12/2015,SsnB,StrII,4,8,109,122,FF2188,50,good,Tag,NA,leg,3304
24328,10/12/2015,SsnB,StrII,4,7,61,69,,0,NA,NoTag,0,sub,3305
24329,10/12/2015,SsnB,StrII,5,7,96,108,HH2188,100,fair,Tag,NA,sub,3306
24330,10/13/2015,SsnB,StrII,1,8,168,187,FF2189,50,fair,Tag,NA,ovr,3307
24331,10/13/2015,SsnB,StrII,2,8,110,123,HH2189,100,good,Tag,NA,leg,3308
24332,10/13/2015,SsnB,StrII,3,8,111,124,FF2190,50,good,Tag,NA,leg,3309
24333,10/13/2015,SsnB,StrII,4,8,104,116,HH2190,100,good,Tag,NA,leg,3310
24334,10/13/2015,SsnB,StrII,5,7,152,170,FF2191,50,good,Tag,NA,leg,3311
24335,10/13/2015,SsnB,StrII,5,6,58,66,,0,NA,NoTag,0,sub,3312
24336,10/13/2015,SsnB,StrII,5,7,127,142,HF2190,150,good,Tag,NA,leg,3313
24337,10/14/2015,SsnB,StrII,2,8,89,100,HH2191,100,good,Tag,NA,sub,3314
24338,10/14/2015,SsnB,StrII,4,6,127,142,FF2192,50,good,Tag,NA,leg,3315
24339,10/14/2015,SsnB,StrII,4,6,72,81,,0,NA,NoTag,0,sub,3316
24340,10/14/2015,SsnB,StrII,5,6,89,100,HH2192,100,good,Tag,NA,sub,3317
24341,10/15/2015,SsnB,StrII,1,8,108,121,HF2192,150,good,Tag,NA,leg,3318
24342,9/26/2016,SsnB,StrII,2,7,81,91,,0,NA,NoTag,0,sub,3319
24343,9/26/2016,SsnB,StrII,3,8,88,99,HH2303,100,good,Tag,NA,sub,3321
24344,9/26/2016,SsnB,StrII,3,8,75,84,,0,NA,NoTag,0,sub,3322
24345,9/26/2016,SsnB,StrII,3,8,114,128,FF2303,50,fair,Tag,NA,leg,3320
24346,9/27/2016,SsnB,StrII,1,6,114,128,HF2303,150,good,Tag,NA,leg,3323
24347,9/27/2016,SsnB,StrII,3,7,75,84,,0,NA,NoTag,0,sub,3324
24348,9/27/2016,SsnB,StrII,5,6,89,100,FF2304,50,good,Tag,NA,sub,3325
24349,9/27/2016,SsnB,StrII,5,6,84,94,,0,NA,NoTag,0,sub,3326
24350,9/28/2016,SsnB,StrII,1,6,84,94,,0,NA,NoTag,0,sub,3327
24351,9/28/2016,SsnB,StrII,3,6,79,89,,0,NA,NoTag,0,sub,3328
24352,9/28/2016,SsnB,StrII,3,6,90,101,HH2304,100,good,Tag,NA,sub,3329
24353,9/28/2016,SsnB,StrII,4,6,91,102,HF2304,150,fair,Tag,NA,sub,3330
24354,9/29/2016,SsnB,StrII,1,6,116,130,FF2305,50,good,Tag,NA,leg,3331
24355,9/29/2016,SsnB,StrII,1,6,75,84,,0,NA,NoTag,0,sub,3332
24356,9/29/2016,SsnB,StrII,1,6,75,84,,0,NA,NoTag,0,sub,3333
24357,9/29/2016,SsnB,StrII,3,6,67,75,,0,NA,NoTag,0,sub,3334
24358,9/29/2016,SsnB,StrII,4,6,80,90,,0,NA,NoTag,0,sub,3335
24359,10/3/2016,SsnB,NewAl,1,7,87,98,,0,NA,NoTag,0,sub,3336
24360,10/3/2016,SsnB,NewAl,2,7,95,106,FF2330,50,good,Tag,NA,sub,3337
24361,10/3/2016,SsnB,NewAl,3,7,92,103,HH2330,100,good,Tag,NA,sub,3338
24362,10/3/2016,SsnB,NewAl,3,7,169,188,HF2330,150,good,Tag,NA,ovr,3339
24363,10/3/2016,SsnB,NewAl,3,6,99,111,FF2331,50,good,Tag,NA,sub,3340
24364,10/3/2016,SsnB,NewAl,4,7,75,84,,0,NA,NoTag,0,sub,3341
24365,10/4/2016,SsnB,NewAl,3,6,95,106,HH2331,100,good,Tag,NA,sub,3342
24366,10/4/2016,SsnB,NewAl,3,8,104,116,HF2331,150,good,Tag,NA,leg,3343
24367,10/12/2016,SsnB,StrII,1,6,99,112,HF2308,150,good,Tag,NA,sub,3343
24368,10/4/2016,SsnB,NewAl,5,7,95,106,FF2332,50,good,Tag,NA,sub,3344
24369,10/5/2016,SsnB,NewAl,3,7,92,103,HH2332,100,good,Tag,NA,sub,3345
24370,10/5/2016,SsnB,NewAl,4,8,110,123,HF2332,150,good,Tag,NA,leg,3346
24371,10/11/2016,SsnB,StrII,1,6,86,102,HH2308,100,good,Tag,NA,sub,3347
24372,10/13/2016,SsnB,StrII,1,7,178,203,FF2309,50,good,Tag,NA,ovr,3349
24373,10/13/2016,SsnB,StrII,1,7,124,143,HH2309,100,good,Tag,NA,leg,3350
24374,10/13/2016,SsnB,StrII,3,6,66,74,,0,NA,NoTag,0,sub,3351
24376,10/17/2016,SsnB,NewAl,1,7,106,119,HF2334,150,good,Tag,NA,leg,3352
24377,10/17/2016,SsnB,NewAl,1,8,217,241,FF2335,50,good,Tag,NA,ovr,3353
24378,10/17/2016,SsnB,NewAl,3,7,115,129,HF2335,150,good,Tag,NA,leg,3355
24379,10/17/2016,SsnB,NewAl,4,7,106,119,FF2336,50,good,Tag,NA,leg,3356
24380,10/17/2016,SsnB,NewAl,5,6,87,98,HH2336,100,good,Tag,NA,sub,3357
24381,10/17/2016,SsnB,NewAl,5,6,100,112,HF2336,150,good,Tag,NA,sub,3358
24382,10/18/2016,SsnB,NewAl,2,7,77,87,,0,NA,NoTag,0,sub,3359
24383,10/19/2016,SsnB,NewAl,1,6,149,166,FF2337,50,good,Tag,NA,leg,3360
24384,10/19/2016,SsnB,NewAl,1,7,85,95,,0,NA,NoTag,0,sub,3361
24385,10/20/2016,SsnB,NewAl,4,6,129,144,HH2337,100,good,Tag,NA,leg,3362
24386,10/25/2016,SsnB,StrII,3,6,77,87,,0,NA,NoTag,0,sub,3363
24387,10/25/2016,SsnB,StrII,5,6,78,88,,0,NA,NoTag,0,sub,3364
24388,10/26/2016,SsnB,StrII,1,6,108,121,HF2312,150,good,Tag,NA,leg,3365
24389,10/26/2016,SsnB,StrII,2,6,127,142,FF2313,50,good,Tag,NA,leg,3366
24390,10/26/2016,SsnB,StrII,2,7,136,152,HH2313,100,good,Tag,NA,leg,3367
24391,10/26/2016,SsnB,StrII,2,7,107,120,HF2313,150,good,Tag,NA,leg,3368
24392,10/27/2016,SsnB,StrII,1,6,83,93,,0,NA,NoTag,0,sub,3369
24393,10/27/2016,SsnB,NewAl,3,6,89,100,HH2339,100,good,Tag,NA,sub,3435
24394,10/27/2016,SsnB,StrII,1,6,89,100,FF2314,50,good,Tag,NA,sub,3370
24395,10/27/2016,SsnB,StrII,1,8,100,112,HH2314,100,fair,Tag,NA,sub,3371
24396,10/27/2016,SsnB,StrII,2,6,99,111,HF2314,150,good,Tag,NA,sub,3372
24397,10/4/2016,SsnB,StrII,1,6,85,95,HH2305,100,good,Tag,NA,sub,3400
24398,10/4/2016,SsnB,StrII,2,8,86,97,FF2306,50,good,Tag,NA,sub,3402
24399,10/4/2016,SsnB,StrII,2,7,99,111,HH2306,100,good,Tag,NA,sub,3403
24400,10/5/2016,SsnB,StrII,2,7,110,123,HF2306,150,good,Tag,NA,leg,3404
24401,10/6/2016,SsnB,StrII,1,6,73,82,,0,NA,NoTag,0,sub,3405
24402,10/6/2016,SsnB,StrII,1,8,120,134,FF2307,50,good,Tag,NA,leg,3406
24403,10/6/2016,SsnB,StrII,1,8,66,74,,0,NA,NoTag,0,sub,3407
24404,10/6/2016,SsnB,StrII,2,6,78,88,,0,NA,NoTag,0,sub,3408
24405,10/6/2016,SsnB,StrII,3,6,87,99,HH2307,100,good,Tag,NA,sub,3409
24406,10/6/2016,SsnB,StrII,3,6,69,78,,0,NA,NoTag,0,sub,3410
24407,10/6/2016,SsnB,StrII,3,7,103,115,HF2307,150,good,Tag,NA,leg,3411
24410,10/11/2016,SsnB,NewAl,2,6,94,105,FF2333,50,good,Tag,NA,sub,3412
24411,10/12/2016,SsnB,NewAl,3,8,98,110,HH2333,100,good,Tag,NA,sub,3413
24412,10/12/2016,SsnB,NewAl,4,8,110,123,HF2333,150,good,Tag,NA,leg,3414
24413,10/12/2016,SsnB,NewAl,5,6,162,181,FF2334,50,good,Tag,NA,ovr,3415
24414,10/13/2016,SsnB,NewAl,2,7,107,120,HH2334,100,good,Tag,NA,leg,3416
24415,10/13/2016,SsnB,NewAl,5,6,78,88,,0,NA,NoTag,0,sub,3417
24416,10/17/2016,SsnB,StrII,3,7,87,99,HF2309,150,fair,Tag,NA,sub,3418
24417,10/17/2016,SsnB,StrII,4,6,103,117,FF2310,50,good,Tag,NA,leg,3419
24418,10/17/2016,SsnB,StrII,5,6,107,121,HH2310,100,fair,Tag,NA,leg,3420
24419,10/17/2016,SsnB,StrII,5,6,123,141,HF2310,150,good,Tag,NA,leg,3421
24420,10/17/2016,SsnB,StrII,6,7,81,91,,0,NA,NoTag,0,sub,3422
24421,10/18/2016,SsnB,StrII,3,6,119,135,FF2311,50,good,Tag,NA,leg,3423
24422,10/19/2016,SsnB,StrII,1,7,106,119,HH2311,100,good,Tag,NA,leg,3424
24423,10/19/2016,SsnB,StrII,2,7,131,147,HF2311,150,fair,Tag,NA,leg,3425
24424,10/20/2016,SsnB,StrII,3,6,118,134,FF2312,50,good,Tag,NA,leg,3427
24425,10/20/2016,SsnB,StrII,3,7,146,169,HH2312,100,fair,Tag,NA,leg,3428
24426,10/25/2016,SsnB,NewAl,1,7,102,114,HF2337,150,good,Tag,NA,leg,3429
24427,10/25/2016,SsnB,NewAl,5,6,100,112,HH2338,100,good,Tag,NA,sub,3431
24428,10/26/2016,SsnB,NewAl,1,6,67,75,,0,NA,NoTag,0,sub,3432
24429,10/27/2016,SsnB,NewAl,2,8,103,115,HF2338,150,good,Tag,NA,leg,3433
24430,10/27/2016,SsnB,NewAl,3,8,153,171,FF2339,50,good,Tag,NA,ovr,3434
24431,10/27/2016,SsnB,NewAl,4,6,81,91,,0,NA,NoTag,0,sub,3436
24432,8/7/2014,SsnB,StrII,1,6,107,120,ST12988,20,good,Tag,NA,leg,
24433,8/7/2014,SsnB,StrII,3,8,114,128,FF1988,50,good,Tag,NA,leg,
24434,8/6/2015,SnPB,NewAl,1,7,106,119,FF2158,50,good,Tag,NA,leg,
24435,8/6/2015,SnPB,NewAl,1,7,130,145,HH2158,100,good,Tag,NA,leg,
24437,8/6/2015,SsnB,StrII,1,6,65,73,,0,NA,NoTag,0,sub,
24438,8/6/2015,SsnB,StrII,1,6,69,78,,0,NA,NoTag,0,sub,
24439,8/6/2015,SsnB,StrII,2,6,88,99,FF2130,50,good,Tag,NA,sub,
24440,8/6/2015,SsnB,StrII,4,8,87,98,,0,NA,NoTag,0,sub,
24441,8/6/2015,SsnB,StrII,6,7,194,216,HH2130,100,good,Tag,NA,ovr,
24442,8/12/2015,SsnB,StrII,1,6,69,78,,0,NA,NoTag,0,sub,
24443,8/12/2015,SsnB,StrII,1,7,69,78,,0,NA,NoTag,0,sub,
24444,8/12/2015,SsnB,StrII,1,7,97,109,HF2130,150,good,Tag,NA,sub,
