age,fl 
3,50.52325581
3,52.5
3,43.72727273
3,48.140625
3,42.046875
3,51.50331126
3,55.97674419
3,53.30769231
3,56.73076923
3,47.77777778
3,52.57142857
3,40.66666667
3,49.45454545
3,47.79310345
3,47.05555556
3,36.04651163
3,50.87121212
3,35.46496815
3,42.90517241
3,47.22222222
3,40.65217391
3,40
3,48.1942446
3,33.46268657
3,47.31428571
3,47.26849315
3,48.36090226
3,50.79104478
3,53.90243902
3,53.06896552
3,57.13375796
3,57.5
3,40.90909091
3,48.77272727
3,50
3,38.81818182
3,55.92857143
3,49.3592233
3,51.39047619
3,53.74100719
3,58.98058252
3,52.61904762
3,59.75409836
3,63.68421053
3,45.91139241
3,56.1971831
3,48.66412214
3,51.97368421
3,50.09174312
3,51.82300885
3,49.78571429
3,52.05263158
3,50.87323944
3,53.80530973
3,48.96240602
3,47.1588785
3,52.64150943
3,55.55555556
3,49.83076923
3,54.92307692
3,51.74311927
3,47.84482759
3,43.22123894
3,62
3,57.04347826
3,43.73316708
3,57.50769231
3,43.125
3,60.87301587
3,53.09090909
3,57.62831858
4,61.55826558
4,51.81818182
4,57.39130435
4,58.90909091
4,63.75
4,56.15454545
4,59.41880342
4,59.27927928
4,60.06369427
4,50.06896552
4,65.59055118
4,57.74509804
4,59
4,52.488
4,58.78301887
4,64.84210526
4,67.72670807
4,67.59259259
4,44.0617284
4,54.50420168
4,45.33333333
4,55.83673469
4,56.18320611
4,55.04273504
4,49.375
4,47.90625
4,67.22535211
4,63.74193548
4,48.55072464
4,60.57236842
4,59.25547445
4,68.37704918
4,58.06134969
4,51.11450382
4,64.96103896
4,53.8220339
4,49.84375
4,74.30769231
4,56.83453237
4,49.46086957
4,61.69911504
4,45.65853659
4,47.76923077
4,65.30232558
4,68.21768707
4,61.15436242
4,62.05128205
4,72.8
4,62.13017751
4,72.15
4,63.70469799
4,71.18181818
4,71.27272727
4,64.05228758
4,58.26086957
4,62.58503401
4,84.05555556
4,61.92857143
4,64.16666667
4,61.46202532
4,77.98095238
4,58.1920904
4,46.64480874
4,70.23178808
4,58.15151515
4,76.28205128
4,72.12972973
4,71.33333333
4,63.20183486
4,69.47252747
4,66.90140845
4,71.5
4,55.41791045
4,61.82795699
4,80.84351145
4,70.03636364
4,66.62658228
4,66.40789474
4,62.91954023
4,43.36196319
4,70.34739454
4,62.07284768
4,71.75675676
4,66.00401606
4,54.18947368
4,70.32467532
4,57.55645161
4,77.03278689
4,59.0625
4,69.0755814
4,77.44186047
4,68.80851064
4,65.19337017
4,56
4,68.67052023
4,64.77876106
4,71.50344828
4,65.84158416
4,59.86904762
4,80.15151515
4,72.20218579
4,78.90909091
4,77.95151515
4,74.88888889
4,77.5
4,82.57954545
4,88.64150943
4,64.10138249
4,77.14705882
4,59.54545455
4,72.6281407
4,70.22485207
4,68.68965517
4,59.47777778
4,52.36241611
4,65.65420561
4,59.41666667
4,56.48026316
4,59.05263158
4,66.77727273
4,67.13942308
4,56.74242424
4,75.52238806
4,66.27745665
4,68.11363636
4,65.38961039
4,75.43165468
4,65.90625
4,59.27868852
4,68.61313869
4,73.11010558
4,56.51538462
4,79.91111111
4,73.62561576
4,73.82142857
4,65.625
4,68.88648649
4,68.36423841
4,69.0755814
4,68.7150838
4,66.29333333
4,76.86567164
4,70.34773218
4,66.07978723
4,73.40322581
4,65.02762431
4,72.50755287
4,50
4,62.76923077
4,62.26153846
4,62.48
4,62.86013986
4,61.3125
4,64.38297872
4,59.43859649
4,71.80645161
4,69.59146341
4,66.95
4,72.76923077
4,63.31034483
4,80.85081241
4,66.77647059
4,68.88125
4,73.91061453
4,76.640625
4,58.15789474
4,63.31707317
4,56.14678899
4,52.33082707
4,64.57142857
4,45.95375723
4,67.39130435
4,74.90825688
4,64.7012987
4,64.5
4,54.89492754
4,55.83050847
4,61.75135135
4,78.22222222
4,70.8125
4,68.82
4,69.97530864
4,88.7239819
4,81.59903382
4,63.04166667
4,57.6812749
4,65.26666667
4,66.80412371
4,67.2
4,54.39593909
4,58.66666667
4,58.38323353
4,54.8625
4,62.08609272
4,55.03947368
4,45.42222222
4,66.46956522
4,53.86363636
4,48.5106383
4,55.06369427
4,68.69273743
4,63.94736842
4,67.36111111
4,51.98275862
4,70.1369863
4,57.768
4,76.42458101
4,59.56834532
4,82.70212766
4,62.568
4,66.34615385
4,57.34756098
4,70.90909091
4,54.93197279
4,57.22834646
4,49.81132075
4,59.125
4,67.06451613
4,63.20289855
4,71.83448276
4,50.688
4,57.88157895
4,66.91629956
4,67.84172662
4,58.26490066
4,58.38157895
4,39.26701571
4,61.80263158
4,63.12315271
4,44.76331361
4,69.35483871
4,45.42446043
4,65
4,74.4
4,81.41025641
4,82.84263959
4,55.55769231
4,58.38135593
4,52.3129771
4,49.33333333
4,66.92178771
4,57.02290076
4,56.22047244
4,43.78181818
4,85.8515625
4,64.43786982
4,59.48148148
4,71.65467626
4,56.86153846
4,58.63829787
4,50.07194245
4,58.10526316
4,59.71014493
4,62.66666667
4,82.02962963
4,57.98913043
4,68.86956522
4,68.58974359
4,60.04316547
4,53.77083333
4,54.2754491
4,52.60335196
4,68.55737705
4,71.83018868
4,71.27918782
4,61.72151899
4,63.28502415
4,49.65027322
4,83.79881657
4,56.16455696
4,51.34615385
4,60.68965517
4,50.89423077
4,64.28368794
4,55.12686567
4,58.0212766
4,53.592
4,52.6344086
4,63.22
4,70.95104895
4,50.32592593
4,61.60683761
4,66.74285714
4,55.38461538
4,51.01515152
4,60.328125
4,51.1875
4,57.62251656
4,61.37209302
4,60.41538462
4,55.28571429
4,63.74285714
4,50
4,54.68531469
4,55.9862069
4,53.77777778
4,41.27906977
4,58.59848485
4,42.11464968
4,47.79310345
4,53.26666667
4,48.04347826
4,49.01408451
4,57.58273381
4,43.10447761
4,55.69285714
4,49.48767123
4,52.89473684
4,56.98507463
4,60.87804878
4,58.96551724
4,61.96815287
4,62.5
4,48.54545455
4,54.92424242
4,53.33333333
4,43.90909091
4,61.71428571
4,57.78640777
4,57.9047619
4,60.90647482
4,65.53398058
4,58.40136054
4,67.05737705
4,68.94736842
4,55.12658228
4,65.07042254
4,57.82442748
4,56.13157895
4,56.25688073
4,56.68141593
4,56.22857143
4,60.53947368
4,58.56338028
4,58.76106195
4,55.63909774
4,51.4953271
4,56.73584906
4,60.16153846
4,62.11538462
4,56.69724771
4,54.22413793
4,49.7699115
4,67.33333333
4,64.17391304
4,55.41895262
4,65.26153846
4,51.25
4,60.23776224
4,60.24778761
5,67.40108401
5,56.42424242
5,63.51304348
5,62.83636364
5,71.94642857
5,61.96363636
5,71.45299145
5,64.32432432
5,65.8089172
5,56.13793103
5,63
5,57.024
5,70.73684211
5,76.48447205
5,51.2345679
5,61.46218487
5,49.33333333
5,60.73469388
5,61.09923664
5,63.41880342
5,54.375
5,53.609375
5,69.64788732
5,68.03225806
5,61.17391304
5,70.97368421
5,65.24087591
5,73.31147541
5,65.87730061
5,58.25954198
5,69.22077922
5,57.53389831
5,59.8125
5,79.15384615
5,61.94964029
5,54.95652174
5,67.57522124
5,51.36585366
5,53.07692308
5,72.55813953
5,75.10204082
5,67.44966443
5,68.82051282
5,84.8
5,73.37278107
5,79.95
5,67.4966443
5,76.90909091
5,76.43062201
5,73.01960784
5,66.66666667
5,92.55555556
5,66.78571429
5,71.86666667
5,71.33544304
5,81.48571429
5,66.33898305
5,54.81967213
5,77.58940397
5,67.33333333
5,82.69230769
5,84.9027027
5,80
5,70.05504587
5,80.30769231
5,79.61267606
5,73.54285714
5,62.43283582
5,68.5483871
5,87.82442748
5,76.58181818
5,72.75316456
5,70.92105263
5,70.32183908
5,49.63803681
5,77.0471464
5,66.16556291
5,77.33783784
5,77.35207497
5,56.65263158
5,81.42857143
5,83.9726776
5,63.5625
5,74.77906977
5,86.51162791
5,75.06382979
5,72.37569061
5,74.9132948
5,76.92477876
5,76.8
5,72.07920792
5,66.58333333
5,85.72727273
5,76.15846995
5,85.09090909
5,87.96363636
5,86.44444444
5,82.66666667
5,87.38068182
5,96.28301887
5,74.4562212
5,83.12745098
5,65.90909091
5,78.61809045
5,73.49112426
5,76.13793103
5,65.65
5,57.40939597
5,77.3364486
5,61.13157895
5,67.4887218
5,73.21363636
5,74.71153846
5,61.60606061
5,82.960199
5,72.06358382
5,75.68181818
5,75.71428571
5,82.23021583
5,75.61875
5,72.99270073
5,79.6199095
5,67.24615385
5,84.5037037
5,80.80295567
5,79.39285714
5,70.625
5,75.89189189
5,74.52317881
5,76.04651163
5,76.96089385
5,70.06
5,81.34328358
5,78.90064795
5,70.65957447
5,81.45967742
5,72.32044199
5,77.34138973
5,58
5,67.17692308
5,67.68666667
5,69.92307692
5,65.8125
5,73.78723404
5,68.6374269
5,77.27741935
5,75.10365854
5,72.74375
5,78.43956044
5,84.75036928
5,72.84705882
5,80.25
5,80.36312849
5,81.75
5,61.76146789
5,56.84210526
5,51.15606936
5,73.69565217
5,85.33027523
5,73.64935065
5,69
5,61.41123188
5,67.45945946
5,82.66666667
5,78.375
5,74.37
5,76.39506173
5,96.28959276
5,85.28019324
5,70.45833333
5,65.27091633
5,70.54074074
5,75.71134021
5,73.2
5,63.07614213
5,62.57777778
5,68.26347305
5,66.2625
5,67.54966887
5,60.30921053
5,51.64444444
5,75.23478261
5,57.96753247
5,54.89361702
5,60.28025478
5,79.06145251
5,69.47368421
5,70.13888889
5,60.64655172
5,77.80821918
5,64.032
5,87.03910615
5,64.86330935
5,90.61276596
5,68.112
5,72.11538462
5,64.87804878
5,76.31168831
5,59.45578231
5,68.81889764
5,61.22641509
5,67.48611111
5,74.51612903
5,68.10434783
5,76.11034483
5,57.552
5,62.76315789
5,74.56387665
5,72.8057554
5,70.1986755
5,64.67763158
5,45.02617801
5,67.375
5,68.26108374
5,53.81656805
5,78.37096774
5,53.73381295
5,67.47619048
5,84
5,87.10897436
5,89.05583756
5,63.1025641
5,64.71186441
5,58.42748092
5,58.66666667
5,73.55865922
5,65.95419847
5,61.57480315
5,47.95151515
5,99
5,72.24852071
5,63.80740741
5,75.97122302
5,63.06382979
5,55.07913669
5,63.55263158
5,71.65217391
5,68.08974359
5,89.28888889
5,67.55434783
5,76.69565217
5,76.82051282
5,66.77697842
5,58
5,62.91017964
5,60.97206704
5,76.62295082
5,75.39622642
5,79.73604061
5,69.10126582
5,71.51207729
5,54.80874317
5,90.71005917
5,63.26582278
5,58.84615385
5,66.20689655
5,58.625
5,76.70212766
5,64.42537313
5,63.19148936
5,57.904
5,69.6
5,76.55244755
5,58.51851852
5,73.6952381
5,60.57692308
5,58.86363636
5,65.8125
5,58.5
5,63.23178808
5,66.76744186
5,66.33846154
5,60.06349206
5,56.66666667
5,61.34265734
5,66.91034483
5,60.5
5,53.48837209
5,67.61363636
5,50.98089172
5,57.02586207
5,60.82222222
5,59.13043478
5,57.46478873
5,63.84172662
5,49.91044776
5,63.57857143
5,61.69315068
5,58.93984962
5,67.51492537
5,69.12195122
5,64.20689655
5,66.80254777
5,57.81818182
5,68.32575758
5,63.33333333
5,54.09090909
5,65.57142857
5,63.6952381
5,68.07194245
5,69.90291262
5,63.02721088
5,72.36885246
5,73.68421053
5,62.03797468
5,69.8028169
5,65.26717557
5,60.98245614
5,62.42201835
5,63.84285714
5,67.89473684
5,66.25352113
5,67.96460177
5,60.64661654
5,68.06153846
5,68.65384615
5,61.24137931
5,59.59292035
5,75.33333333
5,69.87826087
5,65.51122195
5,72.36923077
5,66.87412587
5,65.48672566
6,70.11382114
6,61.03030303
6,69.63478261
6,66.76363636
6,86.51785714
6,67.77272727
6,75.21367521
6,72.59872611
6,62.20689655
6,67.5
6,65.448
6,77.36842105
6,82.9068323
